YEAR,MO,DY,T2M,TS,QV2M,PRECTOTCORR,WS10M,WD10M
2020,10,17,18.88,16.15,8.67,0,1.89,154.38
2020,10,18,18.95,16.03,8.42,0,1.97,143.44
2020,10,19,18.36,15.87,8.36,0,2.16,143.06
2020,10,20,17.97,15.37,7.63,0,2.05,132.69
2020,10,21,17.41,14.61,6.84,0,2.12,147.31
2020,10,22,17.4,14.87,7.26,0,2.09,140.81
2020,10,23,17.18,14.65,7.14,0,2.1,116.44
2020,10,24,16.92,14.35,6.9,0,2.11,124.75
2020,10,25,16.49,13.79,6.41,0,2.28,152.25
2020,10,26,15.4,12.96,5.86,0,2.62,165
2020,10,27,15.69,12.92,5.62,0,2.22,121.31
2020,10,28,16.22,13.15,5.55,0,2.01,110.5
2020,10,29,16.18,13.39,6.23,0,2.21,119.81
2020,10,30,16.51,13.9,6.47,0,2.11,119.06
2020,10,31,17.45,14.97,7.51,0,2.11,133.69
2020,11,1,16.83,14.73,7.93,0,2.1,120.06
2020,11,2,16.45,14.5,7.87,0.1,2.05,124
2020,11,3,15.51,13.39,7.02,0,2.06,153.31
2020,11,4,15.16,12.85,6.23,0,2.19,129.56
2020,11,5,14.37,12.37,5.68,0,2.4,122.75
2020,11,6,14.3,11.84,4.58,0,2.5,123.69
2020,11,7,14.58,11.47,4.21,0,2.18,123.31
2020,11,8,14.39,11.33,4.7,0,1.9,123.62
2020,11,9,14.81,11.69,4.7,0,2.03,99
2020,11,10,15.3,12.2,5.13,0,2.26,114.94
2020,11,11,14.32,11.58,4.82,0,2.03,95.62
2020,11,12,14.26,10.9,3.97,0,1.86,117.25
2020,11,13,14.73,11.4,4.52,0,2.16,129.06
2020,11,14,14.77,11.23,5.07,0,1.8,117.25
2020,11,15,14.2,12.46,5.8,8.89,2.04,111.81
2020,11,16,10.86,9.48,6.59,3.02,1.49,158.81
2020,11,17,11.87,9.55,5,0,1.98,116.5
2020,11,18,11.46,8.86,4.58,0,1.79,127.12
2020,11,19,10.32,8.01,4.58,0,2.14,131.5
2020,11,20,11.01,8.48,4.33,0,2.3,129.06
2020,11,21,10.85,7.38,3.05,0,2.26,141.19
2020,11,22,10.87,7.78,2.93,0,2.02,127.44
2020,11,23,11.72,8.58,3.91,0.18,1.49,91.69
2020,11,24,11.13,9.08,4.52,0.04,2.06,102.19
2020,11,25,11.1,9.86,5,1.06,2.68,95.62
2020,11,26,9.54,8.48,6.59,5.25,1.95,58.75
2020,11,27,12.15,9.48,4.64,0,2.44,119.06
2020,11,28,13.53,9.58,3.6,0,2,107.12
2020,11,29,14.32,10.92,4.21,0,1.56,165.25
2020,11,30,13.62,10.37,4.39,0,1.92,132
2020,12,1,13.58,10.34,4.64,0,2.03,123.19
2020,12,2,12.84,10.05,4.58,0,2.62,134
2020,12,3,12.73,9.41,4.27,0,2.01,123.31
2020,12,4,12.62,9.59,4.03,0,2.22,118.12
2020,12,5,12.62,9.96,4.58,0,2.04,117.38
2020,12,6,12.55,10.16,4.58,0,2.07,138.5
2020,12,7,13.29,9.95,3.97,0,2.2,130.5
2020,12,8,13.9,11.04,4.58,0,1.98,132.81
2020,12,9,14.16,11.06,5,0.01,2.09,129.69
2020,12,10,14.14,11.17,5.13,0,1.82,156.62
2020,12,11,13.01,9.98,4.76,0,1.81,116
2020,12,12,9.1,7.31,6.96,10.66,1.94,103.44
2020,12,13,9.43,6.96,5.07,0.02,1.77,113.25
2020,12,14,9.65,5.78,3.23,0,1.7,125.5
2020,12,15,9.22,6.08,3.54,0,1.68,121.94
2020,12,16,8.15,4.72,3.11,0,1.85,127.94
2020,12,17,8.6,4.03,2.26,0,1.96,116.38
2020,12,18,9.24,4.23,2.01,0,2.02,127.38
2020,12,19,9.12,4.77,2.14,0,2.3,114.62
2020,12,20,11.14,7.12,2.81,0,2.27,115.62
2020,12,21,11.29,6.49,3.23,0,1.66,110.25
2020,12,22,11.77,7.48,3.11,0,1.76,132.25
2020,12,23,10.96,6.73,2.81,0,1.88,109.44
2020,12,24,9.74,5.83,2.87,0,1.99,119.56
2020,12,25,9.6,5.75,2.62,0,2.34,108.44
2020,12,26,11.01,6.22,2.38,0,1.85,100.31
2020,12,27,9.6,6.26,2.75,1.75,2.17,102.94
2020,12,28,5.75,4.41,4.7,1.86,2.7,104
2020,12,29,7.92,4.27,3.42,0,1.9,125.5
2020,12,30,7.86,4.04,2.87,0,2.05,119.88
2020,12,31,10.33,6.08,2.5,0,1.91,104.38
2021,1,1,11.19,6.15,2.44,0,1.89,110.94
2021,1,2,10.64,7.69,4.21,1.44,2.19,93.56
2021,1,3,11.93,10.69,6.71,2.78,2.9,98.31
2021,1,4,12.44,10.4,6.23,0.65,2.28,106.62
2021,1,5,9.69,8.48,6.84,9.12,3.28,74.19
2021,1,6,9.87,8.56,6.77,12.29,2.02,116.88
2021,1,7,10.86,7.61,4.09,0,2.06,105.62
2021,1,8,10.86,6.58,3.48,0,1.7,118.06
2021,1,9,12.12,8.63,4.58,0.02,1.89,122.44
2021,1,10,12.95,8.82,4.15,0,1.58,104.06
2021,1,11,12.22,7.41,3.23,0,1.72,116.94
2021,1,12,10.6,6.22,2.93,0,1.73,121.44
2021,1,13,9.3,6.01,2.93,0,1.71,127.19
2021,1,14,10.03,6.92,2.99,0,1.71,163.81
2021,1,15,10.8,7.94,3.48,0,1.52,164.81
2021,1,16,11.22,7.05,2.93,0,2.05,117.75
2021,1,17,11.28,6.42,2.81,0,1.96,101.69
2021,1,18,11.15,7.78,3.54,0,1.91,115.38
2021,1,19,11.62,8.53,4.27,0,2.09,143.81
2021,1,20,9.59,6.83,2.87,0,3.15,153
2021,1,21,9.42,6.71,2.62,0,2.78,108
2021,1,22,10.77,7.05,2.99,0,1.66,114.94
2021,1,23,10.24,8.17,3.48,0.45,2.07,113.94
2021,1,24,8.42,6.69,4.15,0.15,2.26,120.38
2021,1,25,8.37,5.94,3.3,0,2.09,108.25
2021,1,26,8.76,5.4,2.62,0,1.84,107.5
2021,1,27,9.21,5.55,2.32,0,2.11,117.31
2021,1,28,8.55,5.11,2.38,0,1.93,132
2021,1,29,7.87,4.65,2.38,0,2.23,119.06
2021,1,30,7.98,5.23,2.5,0,2.26,134.88
2021,1,31,8.8,5.97,2.81,0,2.13,127.88
2021,2,1,10.44,7.36,3.11,0,2.87,149
2021,2,2,10.5,7.4,2.87,0,2.48,117.88
2021,2,3,10.33,8.41,3.85,1.36,2.3,101
2021,2,4,7.56,6.69,5.19,20.58,2.29,95.38
2021,2,5,5.96,3.58,4.88,1.64,1.94,139.56
2021,2,6,7.19,5.13,3.66,0,2.6,144.25
2021,2,7,10.42,7.6,3.48,0,2.02,113.5
2021,2,8,12.21,8.99,3.66,0,2.16,127.69
2021,2,9,12.8,9.87,4.09,0,2.12,123.44
2021,2,10,12.1,9.79,4.27,0,1.95,119.5
2021,2,11,13.08,10.44,4.21,0,2.2,141.44
2021,2,12,12.92,10.74,4.21,0,2.35,128.19
2021,2,13,13.05,11.26,4.76,0,1.78,141.62
2021,2,14,12.23,10.58,5,0,2.13,136.88
2021,2,15,12.53,10.42,4.09,0,2.45,137.94
2021,2,16,12.63,10.5,3.91,0.13,2.2,145.31
2021,2,17,12.23,10.4,3.97,0,2.2,133.31
2021,2,18,12.69,10.85,4.39,0,2.4,138.81
2021,2,19,12.15,10.84,4.7,0,2.62,147.5
2021,2,20,13.05,11.63,5.19,0,2.44,142.25
2021,2,21,13.76,12.23,5,0,2.44,136.5
2021,2,22,15.86,13.65,4.88,0,2.59,163.56
2021,2,23,16.3,14.44,4.82,0.01,2.81,150.25
2021,2,24,15.9,14.15,4.46,0,3.2,172.56
2021,2,25,15.73,14.69,4.52,0,3.55,202.38
2021,2,26,16.68,15.46,4.76,0.4,3.23,210.38
2021,2,27,16,15.57,6.9,5.16,2.51,185.81
2021,2,28,14.51,13.44,4.7,0,2.24,151.44
2021,3,1,13.54,11.81,3.42,0,2.64,192.06
2021,3,2,14.83,13,3.42,0,3.09,188.38
2021,3,3,16.13,13.9,3.66,0,3.2,170.69
2021,3,4,15.65,13.69,3.54,0,3.11,213.69
2021,3,5,14.99,13.94,3.6,0,4.27,238.12
2021,3,6,16.5,14.82,3.78,0,3.03,217.38
2021,3,7,15.75,16.2,5.86,1.01,2.61,96.25
2021,3,8,14.88,14.73,6.53,4.97,3.97,98.44
2021,3,9,16.68,16.02,5.37,0,2.53,135.44
2021,3,10,16.8,16.17,5.74,0.22,2.62,161.62
2021,3,11,17.03,16.34,5.49,0,2.53,127.06
2021,3,12,15.47,13.44,5.55,0.81,1.9,136.94
2021,3,13,17.37,17.05,5.62,0,2.67,150.88
2021,3,14,17.33,16.38,4.76,0,2.54,152.06
2021,3,15,17.34,16.15,4.64,0,2.69,172.25
2021,3,16,17.78,16.77,4.88,0,3.08,172.06
2021,3,17,18.25,17.78,4.88,0,3.32,182.38
2021,3,18,17.73,17.65,4.52,0,2.94,159.62
2021,3,19,18.25,17.97,4.58,0,3,194.56
2021,3,20,18.63,18.03,4.94,0,2.83,188
2021,3,21,18.69,18.28,5.49,0.04,2.71,172
2021,3,22,18.21,18.19,6.35,5.38,2,113.19
2021,3,23,17.69,17.16,6.59,1.95,2.32,134.81
2021,3,24,16.7,16.88,5.43,0.02,2.98,184.31
2021,3,25,16.37,16.14,4.27,0,3.59,192.94
2021,3,26,18.05,17.43,4.64,0,2.6,142.38
2021,3,27,19.82,19.1,5.55,0,2.93,151.56
2021,3,28,20.36,20.17,6.77,0.03,3.16,170.56
2021,3,29,20.72,20.27,6.35,0.03,2.74,160.06
2021,3,30,20.71,20.4,4.64,0.07,3.13,173.69
2021,3,31,19.31,18.96,3.17,0,5.05,304.25
2021,4,1,17.62,16.5,2.2,0,5.21,302.44
2021,4,2,17.19,15.51,1.95,0,3.56,229.12
2021,4,3,17.33,15.84,1.95,0,3.58,224.94
2021,4,4,19.24,17.85,2.81,0,3.5,156.81
2021,4,5,20.21,20.54,5.43,0.01,3.25,123.62
2021,4,6,19.37,19.33,6.53,0.88,3.75,105.25
2021,4,7,19.92,20.13,5.8,3.57,2.84,184.88
2021,4,8,19.62,19.04,4.39,0,2.97,172.88
2021,4,9,19.33,19.07,3.23,0,3.36,191.81
2021,4,10,19.94,19.34,3.23,0,3.24,192.31
2021,4,11,21.29,20.72,3.78,0,3.56,192.69
2021,4,12,21.3,21.56,5.07,0,3.92,210.62
2021,4,13,22.19,22.37,4.76,0,4.04,277.25
2021,4,14,23.05,23.23,5.49,0,3.74,231
2021,4,15,23.5,23.62,5.86,0,3.81,289.5
2021,4,16,22.93,22.96,5.55,1.22,2.71,213.81
2021,4,17,18.92,19.77,7.75,8.8,3.82,167.06
2021,4,18,18.46,19.3,6.65,1.26,2.76,196.06
2021,4,19,19.6,19.65,4.82,0,4.38,295.12
2021,4,20,17.51,17.21,4.88,4.18,2.95,107.12
2021,4,21,17.56,17.9,9.09,15.1,4.3,141.06
2021,4,22,16.62,17.03,7.69,6.02,2.47,114.5
2021,4,23,14.12,14.22,7.39,13.39,3.13,71.69
2021,4,24,18.03,18.33,6.04,0.21,2.03,159.75
2021,4,25,21.01,20.12,4.82,0.05,2.76,148.69
2021,4,26,22.55,21.94,5.43,0,3.3,158
2021,4,27,23.63,23.48,6.77,0,3.84,203.94
2021,4,28,24.06,24.17,6.9,0,3.5,209.06
2021,4,29,23.48,23.65,7.69,0.48,3.38,172.12
2021,4,30,23.22,24.15,7.39,0.03,3.22,172.12
2021,5,1,23.01,23.66,7.75,0.38,2.75,165.62
2021,5,2,22.43,22.08,8.85,5.88,1.98,165.25
2021,5,3,22.62,23.11,8.54,1.16,2.59,154.75
2021,5,4,22.87,23.6,8.97,2.56,2.77,176.69
2021,5,5,22.35,23.3,8.85,0.62,2.41,169.19
2021,5,6,21.45,21.76,9.7,7.97,2.3,188.88
2021,5,7,21.16,22.43,9.09,0.66,2.62,164.5
2021,5,8,20.74,21.17,9.03,2.01,2.03,183.44
2021,5,9,21.21,21.85,8.97,1.5,3.22,188
2021,5,10,20.87,20.9,9.46,0.92,2.33,285.62
2021,5,11,22.28,23.34,8.85,0.18,2.96,199.81
2021,5,12,22.76,23.45,8.73,2.4,2.54,223.5
2021,5,13,19.43,19.69,9.89,9.9,1.95,198
2021,5,14,20.44,21.55,8.73,0,2.7,171.12
2021,5,15,21.87,22.37,7.81,0.52,3.07,180
2021,5,16,23.37,24.01,7.45,0,2.91,156
2021,5,17,24.52,24.28,7.2,0,2.45,163.44
2021,5,18,23.38,24.24,8.36,0.22,2.88,188.12
2021,5,19,20.14,21.2,10.62,26.19,1.8,136.94
2021,5,20,19.52,20.12,11.78,27.74,2.09,189.62
2021,5,21,21.25,21.48,8.97,0.45,2.7,169.31
2021,5,22,22.64,22.84,8.36,0.03,2.48,165.5
2021,5,23,22.55,23.58,8.97,2.36,2.51,177.56
2021,5,24,22.9,23.5,8.3,0.04,3.09,238.81
2021,5,25,23.65,23.83,6.29,0,3.25,272.38
2021,5,26,24.77,24.52,6.16,0,2.73,171.38
2021,5,27,25.73,25.58,6.9,0,3.03,158.56
2021,5,28,24.69,25.15,8.42,2.87,2.73,148.25
2021,5,29,23.62,24.1,13.06,15.3,2.7,162.81
2021,5,30,23.65,24.56,13.18,1.43,2.64,205.75
2021,5,31,24.48,25.45,11.72,4.52,2.84,201.81
2021,6,1,22.94,23.6,10.68,12.85,2.16,176.56
2021,6,2,22.38,22.98,10.38,2.74,2.43,170.25
2021,6,3,23.41,24.26,10.44,0.17,2.28,149.06
2021,6,4,24.01,25.04,11.05,3.9,2.71,162.94
2021,6,5,24.21,24.94,11.23,0.65,2.53,158.31
2021,6,6,24.53,25.85,11.11,1.05,3.05,183.12
2021,6,7,23.87,24.73,13.24,0.54,3.56,198.12
2021,6,8,27.58,28.15,13.18,0,4.04,293.25
2021,6,9,28.68,29.42,14.16,2.43,2.88,191.94
2021,6,10,24.9,25.96,16.17,12.08,2.88,194.19
2021,6,11,24.44,25.75,16.17,7.54,2.52,242
2021,6,12,23.78,24.65,16.24,15.44,2.51,228
2021,6,13,22.78,23.1,14.83,2.46,2.38,220.44
2021,6,14,24.18,25,12.63,1.39,1.93,184.94
2021,6,15,24.66,25.37,12.27,0.8,2.65,190.94
2021,6,16,23.12,23.67,13.85,18.61,2.01,167.88
2021,6,17,24.12,25.51,13.85,2.21,1.86,193.31
2021,6,18,22.59,23.25,14.22,26.75,1.58,155.25
2021,6,19,22.01,22.58,14.34,12.97,1.48,138.75
2021,6,20,23.33,24.05,13.67,3.67,2.21,188.38
2021,6,21,24.1,24.14,11.84,0.11,2.29,286.56
2021,6,22,25.26,25.1,12.15,0,2.66,187.19
2021,6,23,25.51,25.86,12.08,0.16,2.3,172
2021,6,24,24.64,25,11.72,2.54,2.8,217.69
2021,6,25,24.85,25.01,10.93,2.42,2.66,236.81
2021,6,26,24.69,24.93,12.51,5.72,2.35,169.31
2021,6,27,25.07,25.89,13.31,0,2.55,189.88
2021,6,28,26.15,26.76,13.24,0,2.52,208.94
2021,6,29,26.84,27.04,12.15,0,3.74,215.75
2021,6,30,27.58,27.92,11.9,0,4.55,292.19
2021,7,1,27.87,28.15,12.33,0.07,3.41,282.88
2021,7,2,26.87,27.17,12.02,7.18,2.66,256.88
2021,7,3,25.97,26.15,12.27,2.66,2.59,199.19
2021,7,4,24.8,25.88,14.47,13.15,2.05,171.5
2021,7,5,25.39,26.26,14.59,2.69,2.17,203.88
2021,7,6,26.33,27.05,14.47,0.75,2.73,241.12
2021,7,7,27.26,27.84,13.61,0.27,3.16,276.25
2021,7,8,28.05,28.37,14.1,9.2,2.23,223.5
2021,7,9,25.39,26.82,15.99,1.17,2.34,228.81
2021,7,10,25.02,26.59,16.36,0.38,2.52,229.88
2021,7,11,23.15,23.97,17.27,13.29,2.37,188.75
2021,7,12,22.62,23.36,16.78,24.05,1.79,154.75
2021,7,13,21.52,21.65,17.64,38.9,2.99,185.38
2021,7,14,23.1,23.85,17.21,10.87,1.87,189.25
2021,7,15,23.36,24.09,17.15,4.18,1.66,201.06
2021,7,16,23.58,24.23,17.76,6.32,2.34,227.19
2021,7,17,24.3,24.83,18.62,19.38,2.99,260.12
2021,7,18,23.48,24.05,18.62,36.38,2.41,240.38
2021,7,19,22.02,22.07,18.68,49.43,2.71,179.25
2021,7,20,22.28,22.55,18.25,9.1,2.22,213.69
2021,7,21,22.96,23.9,18.19,22.06,2.25,226.25
2021,7,22,23.28,23.94,18.13,33.04,1.97,218.12
2021,7,23,23.15,22.9,17.4,2.62,2.05,169.31
2021,7,24,23.3,22.88,17.09,6.04,1.67,140.81
2021,7,25,24.17,24.45,18.07,4.95,2.44,196.62
2021,7,26,22.34,22.74,18.49,14.87,2.34,217.44
2021,7,27,23.42,23.98,19.78,52.22,3.59,214.81
2021,7,28,22.39,22.23,17.64,50.07,1.94,213.25
2021,7,29,23.05,23.25,16.78,18.54,1.68,256.12
2021,7,30,22.85,23.11,17.64,8.6,1.26,239.44
2021,7,31,22.9,23.32,17.58,4.19,1.98,259.94
2021,8,1,22.89,23.44,18.19,3.58,2.77,224.38
2021,8,2,22.71,22.63,18.68,8.44,2.43,213.25
2021,8,3,22.99,22.98,18.19,8.51,1.61,190.06
2021,8,4,23.22,23.58,18.68,17.19,2.48,253.81
2021,8,5,22.76,23.4,18.19,8.28,2.56,237
2021,8,6,22.97,23.37,17.94,3.84,2.25,209.81
2021,8,7,23.02,23.15,18.01,8.5,1.88,206.81
2021,8,8,22.68,23.1,17.64,17.44,1.87,228.25
2021,8,9,22.9,23.08,17.76,7.81,1.75,234.31
2021,8,10,22.93,22.99,17.52,0.72,2.23,207.31
2021,8,11,22.79,23.02,17.27,0.13,2.55,267.94
2021,8,12,22.87,23.14,17.21,0.53,2.29,246.62
2021,8,13,22.67,22.84,17.52,4.95,2.52,274.19
2021,8,14,22.37,22.38,17.27,8.7,2.8,265.94
2021,8,15,22.57,22.14,15.87,1.79,2.52,225
2021,8,16,22.69,22.24,15.44,0.01,1.95,168.12
2021,8,17,23.14,22.52,15.56,0,2.23,160
2021,8,18,22.86,22.87,16.42,5.01,1.9,155.44
2021,8,19,23.06,23.53,17.4,8.92,1.73,177.12
2021,8,20,21.7,21.54,16.85,38.76,0.9,209.94
2021,8,21,21.03,20.51,16.66,34.34,1.59,111.19
2021,8,22,22.47,22.76,17.03,5.48,1.73,177.31
2021,8,23,22.56,23.13,17.88,2.09,2.65,251.06
2021,8,24,22.03,22.58,17.52,3.06,2.71,245.44
2021,8,25,21.83,21.92,17.33,25.06,3.21,266.44
2021,8,26,22.09,22.15,16.78,2.41,2.99,260.75
2021,8,27,22.04,22.24,17.09,15.27,2.25,266.81
2021,8,28,21.72,21.83,16.6,9.07,2.2,270.5
2021,8,29,21.79,21.87,16.3,11.94,1.64,201
2021,8,30,21.52,21.83,16.05,3.34,1.65,235.31
2021,8,31,21.65,21.72,15.62,0.84,1.59,209.94
2021,9,1,21.24,20.86,15.75,2.6,1.34,171.56
2021,9,2,21.55,21.32,15.56,4.79,0.86,178.19
2021,9,3,21.44,21.62,15.14,11.18,1.75,145.81
2021,9,4,21.13,20.98,15.44,11.81,1.41,134.69
2021,9,5,21.83,21.84,15.93,0.46,1.7,164.69
2021,9,6,22.25,22.65,17.4,2.69,2.12,191
2021,9,7,21.88,22.22,17.46,5.98,2.63,185.62
2021,9,8,21.62,21.92,16.24,10.38,1.95,138.88
2021,9,9,21.68,21.94,16.36,21.35,1.47,152
2021,9,10,21.48,21.83,16.6,28.57,2.04,162.81
2021,9,11,20.78,20.54,14.59,9.84,2.12,89.06
2021,9,12,21.41,21.18,14.22,13.96,1.66,123.31
2021,9,13,21.33,21.14,14.77,29.12,1.86,102
2021,9,14,22.03,21.89,14.77,1.03,1.77,158.56
2021,9,15,21.73,21.52,15.5,1.8,1.95,171.5
2021,9,16,20.31,20.4,16.42,11.52,2.99,200.81
2021,9,17,20.79,20.78,14.89,3.01,2.26,202.5
2021,9,18,21.12,21.33,15.81,0,1.81,173.06
2021,9,19,21.79,22.1,17.52,5.87,2.47,234.75
2021,9,20,22.4,22.58,17.82,4.84,1.95,199
2021,9,21,21.72,21.79,17.09,8.93,2,245.62
2021,9,22,20.55,20.32,15.56,8.31,1.48,182.94
2021,9,23,19.64,19.45,14.53,23.47,1.52,118.75
2021,9,24,20.83,20.48,14.4,20.97,1.78,155.75
2021,9,25,21.11,20.87,15.75,0.23,1.69,172
2021,9,26,20.8,21.03,15.99,0.35,1.84,219.62
2021,9,27,21.24,21.23,15.62,0,1.67,140.31
2021,9,28,20.63,20.44,15.44,1.25,2.01,153.31
2021,9,29,20.48,20.3,14.59,6.98,1.86,122.31
2021,9,30,20.32,20.11,15.26,8.78,2.2,168.81
2021,10,1,20.65,20.71,16.36,1.97,2.21,255.25
2021,10,2,20.83,20.46,15.93,0.99,2.04,254.81
2021,10,3,20.55,20.25,15.62,0,2.63,293.06
2021,10,4,20.23,19.64,14.34,3.84,1.87,186.38
2021,10,5,19.88,18.69,11.41,0.9,1.84,172.5
2021,10,6,19.9,19.02,13.18,0,1.95,157.75
2021,10,7,19.64,19.41,14.53,0,2.05,177.56
2021,10,8,19.3,18.93,13.79,0,2.09,186.69
2021,10,9,19.3,17.63,11.17,0,2.24,174.19
2021,10,10,19.37,17.1,9.52,0,2.21,172.12
2021,10,11,19.02,16.83,8.85,0,2.2,137.19
2021,10,12,19.66,17.01,8.48,0,2.02,118.31
2021,10,13,19.37,16.8,9.28,0,2.04,136.38
2021,10,14,20.45,17.71,9.83,0,1.87,124
2021,10,15,20.57,18.38,10.31,0,2,106
2021,10,16,19.77,17.21,9.22,0,2.09,113.19
2021,10,17,18.76,17.16,10.62,4.76,2.11,91.81
2021,10,18,15.99,15.62,11.35,43.92,2.59,48.5
2021,10,19,16.85,15.91,11.29,0.93,1.63,155.31
2021,10,20,18.19,16.83,11.96,0.08,1.95,142.31
2021,10,21,17.63,15.63,10.19,0,2.05,148.81
2021,10,22,16.99,14.34,8.48,0,2.05,163.5
2021,10,23,16.19,14,8.79,0.01,1.83,118.56
2021,10,24,14.97,12.71,9.52,8.67,1.36,122
2021,10,25,14.78,13.16,8.54,0.03,1.71,151
2021,10,26,14.56,12.19,7.45,0.07,1.87,127.56
2021,10,27,14.45,12.19,7.32,0.67,1.84,155.62
2021,10,28,15.09,12.79,7.75,0.09,1.89,137.62
2021,10,29,15.48,12.8,7.93,0,2,140.38
2021,10,30,14.98,12.35,7.14,0,2.09,135.75
2021,10,31,14.01,11.43,6.65,0,2.23,120.5
2021,11,1,13.94,10.98,6.29,0,1.86,127.94
2021,11,2,12.66,11.12,6.23,0.25,2.39,111.62
2021,11,3,13.13,10.91,6.47,0.04,2.2,143.81
2021,11,4,12.69,10.19,5.92,0,2.01,128.44
2021,11,5,13.35,10.64,6.84,0,1.96,138.25
2021,11,6,13.8,11.01,6.59,0,2.2,144.56
2021,11,7,14.13,10.81,5.8,0,1.97,149.75
2021,11,8,14.04,10.72,5.55,0,2.09,126.25
2021,11,9,14.27,10.96,6.35,0,2.09,149.88
2021,11,10,14.45,11,6.47,0,1.8,138.88
2021,11,11,13.99,10.38,5.92,0,1.77,131.62
2021,11,12,13.58,10.23,5.98,0,1.9,125.38
2021,11,13,13.76,9.87,5.55,0,1.88,133
2021,11,14,13.11,9.3,5.68,0,1.77,133.94
2021,11,15,12.26,8.47,5.25,0,1.75,120.06
2021,11,16,12.44,8.7,4.88,0,1.91,121.38
2021,11,17,13.37,8.73,5.13,0,1.62,135.25
2021,11,18,13.76,9.32,5.43,0,1.63,111.88
2021,11,19,13.98,9.8,5.49,0,1.62,114.06
2021,11,20,14.26,10.18,5.8,0,1.77,114.62
2021,11,21,13.47,10.11,5.92,0,2.02,129.69
2021,11,22,13.01,9.15,5.25,0,2.02,142.44
2021,11,23,12.1,8.37,5.19,0,1.9,129.31
2021,11,24,11.7,8.03,5.37,0,1.7,106.88
2021,11,25,11.72,8,5.31,0,1.88,150.06
2021,11,26,11.23,7.97,5.37,0,1.79,111.62
2021,11,27,11.54,7.65,5.37,0,1.45,101.62
2021,11,28,11.61,8.18,5.55,0,1.62,133.5
2021,11,29,12.21,8.26,5.31,0,1.95,129.06
2021,11,30,12.3,7.97,4.76,0,1.66,108.19
2021,12,1,12.48,7.86,4.7,0,1.13,100.75
2021,12,2,13.51,9.92,5.31,0.06,1.3,92.62
2021,12,3,12.14,10.63,7.69,5.05,2.16,103.56
2021,12,4,13.16,10.69,7.63,0,1.81,100.69
2021,12,5,12.12,9.87,7.93,0.13,2.15,108.62
2021,12,6,10.15,8.04,7.2,2.77,1.3,148.31
2021,12,7,9.76,6.84,4.94,0,1.99,147.25
2021,12,8,11.37,7.44,4.88,0,1.74,118.12
2021,12,9,10.6,7.22,5.25,0,1.66,120.38
2021,12,10,9.8,6.41,4.88,0,1.95,124.88
2021,12,11,9.45,6.18,4.27,0,1.69,129.81
2021,12,12,10.19,6.71,4.7,0,1.23,117.31
2021,12,13,8.86,5.53,5.07,0,1.52,97.44
2021,12,14,7.65,4.65,4.58,0,1.84,103.5
2021,12,15,8.21,4.46,4.03,0,1.61,118
2021,12,16,6.58,3.73,3.66,0,1.84,140.12
2021,12,17,5.94,3.4,3.97,0,1.8,121.94
2021,12,18,5.94,3.19,3.97,0,1.88,128
2021,12,19,6.88,3.51,3.23,0,2.18,109.75
2021,12,20,8.42,4.27,3.48,0,1.74,119.25
2021,12,21,8.54,4.69,3.72,0,1.88,120.56
2021,12,22,8.96,5.37,4.03,0,1.77,108.88
2021,12,23,9.33,6.16,4.58,0,1.66,132.31
2021,12,24,8.83,5.92,4.94,0,1.73,121.62
2021,12,25,8.27,5.3,4.82,0,1.72,135.69
2021,12,26,7.74,5.48,4.94,0.05,1.68,109.06
2021,12,27,7.37,5.09,4.76,0.01,1.64,120.38
2021,12,28,7.63,5.23,4.76,0.03,1.65,110.62
2021,12,29,7.23,4.88,4.46,0.01,2.14,148.56
2021,12,30,6.45,4.03,4.21,0,1.82,115.38
2021,12,31,7.57,4.59,3.85,0,1.75,158.38
2022,1,1,8.72,5.09,3.85,0,1.77,132.19
2022,1,2,9.44,6.02,4.09,0,1.66,109.62
2022,1,3,9.8,6.23,4.52,0,1.91,132.38
2022,1,4,10.55,8.35,5.37,1.02,1.98,137.25
2022,1,5,7.15,6.16,6.53,23.97,2.18,92
2022,1,6,7.91,7.06,6.59,1.23,2.14,126
2022,1,7,8.12,6.51,6.84,2.93,2.61,117.56
2022,1,8,8.57,7.31,6.47,34.22,3.59,110.12
2022,1,9,7.65,6.85,6.59,20.57,2.49,125.25
2022,1,10,5.24,3.72,5.68,15.73,2.21,101.44
2022,1,11,7.33,4.64,5.43,4.36,1.59,118.81
2022,1,12,7.02,5.3,5.49,1.21,1.7,125.44
2022,1,13,7.2,5.45,5.13,0,1.66,115.5
2022,1,14,6.44,3.98,4.7,0,1.7,124.31
2022,1,15,6.94,4.19,3.66,0,2.38,111.12
2022,1,16,8.69,6.07,3.91,0,1.78,133.56
2022,1,17,8.88,5.48,4.39,0,1.52,101.69
2022,1,18,9.18,6.6,5.55,0,2.08,179.06
2022,1,19,7.23,5.15,5.07,0.69,1.45,141.88
2022,1,20,7.34,7.02,6.16,0.49,1.69,172.56
2022,1,21,7.02,6.68,6.29,0.3,1.69,154.5
2022,1,22,5.15,4.32,5.49,8.97,3.27,108.31
2022,1,23,4.16,3.4,5.37,27.96,2.63,105.56
2022,1,24,3.7,3.01,5.37,2.81,1.47,114.38
2022,1,25,5.33,4,5.49,3.19,1.52,165.25
2022,1,26,4.81,4,5.37,1.61,1.6,259.25
2022,1,27,5.01,2.84,4.46,0,2.4,141.88
2022,1,28,5.83,3.53,4.21,0,2.23,130.44
